Processing bluepill_f103c8 (platform: ststm32; board: bluepill_f103c8; framework: arduino),,,,,,,,,,,,,,
--------------------------------------------------------------------------------,,,,,,,,,,,,,,
Verbose mode can be enabled via `-v, --verbose` option,,,,,,,,,,,,,
CONFIGURATION: https://docs.platformio.org/page/boards/ststm32/bluepill_f103c8.html,,,,,,,,,,,,,,
PLATFORM: ST STM32 (17.0.0) > BluePill F103C8,,,,,,,,,,,,,,
HARDWARE: STM32F103C8T6 72MHz, 20KB RAM, 64KB Flash,,,,,,,,,,,,
DEBUG: Current (stlink) External (blackmagic, cmsis-dap, jlink, stlink),,,,,,,,,,,
462.42,40.17,39.91,564.06,669.58,-568.24,-1980.47,-568.24,-1980.47,-0.99,-7.75,-100,-100,-0.38,-0.03
465.14,40.41,40.16,565.47,668.81,-569.5,-1987.67,-569.5,-1987.67,-1.02,-7.63,-100,-100,-0.38,-0.03
467.88,40.64,40.41,567.38,668.44,-571.26,-1995.28,-571.26,-1995.28,-1.05,-7.5,-100,-100,-0.38,-0.03
469.96,40.83,40.6,568.63,668.09,-572.4,-2000.98,-572.4,-2000.98,-1.08,-7.4,-100,-100,-0.38,-0.03
472.69,41.06,40.84,570.19,667.23,-573.82,-2007.99,-573.82,-2007.99,-1.11,-7.28,-100,-100,-0.38,-0.03
475.29,41.28,41.07,571.49,666.13,-574.98,-2014.33,-574.98,-2014.33,-1.15,-7.15,-100,-100,-0.38,-0.03
478.31,41.54,41.34,572.98,664.64,-576.32,-2021.45,-576.32,-2021.45,-1.18,-7.01,-100,-100,-0.38,-0.03
480.72,41.75,41.55,574.37,663.56,-577.58,-2027.19,-577.58,-2027.19,-1.21,-6.89,-100,-100,-0.38,-0.03
483.05,41.94,41.75,575.55,662.55,-578.65,-2032.73,-578.65,-2032.73,-1.24,-6.78,-100,-100,-0.38,-0.03
486,42.19,42.01,576.83,661.3,-579.78,-2039.72,-579.78,-2039.72,-1.28,-6.64,-100,-100,-0.38,-0.03
488.31,42.38,42.21,577.73,660.24,-580.57,-2045.08,-580.57,-2045.08,-1.31,-6.52,-100,-100,-0.38,-0.03
491.04,42.61,42.44,578.72,658.93,-581.43,-2051.31,-581.43,-2051.31,-1.34,-6.39,-100,-100,-0.38,-0.02
493.95,42.85,42.69,579.75,657.65,-582.33,-2058,-582.33,-2058,-1.38,-6.24,-100,-100,-0.38,-0.02
496.2,43.03,42.88,580.65,656.6,-583.13,-2063.05,-583.13,-2063.05,-1.41,-6.12,-100,-100,-0.38,-0.02
498.9,43.25,43.11,581.64,655.43,-584,-2069.19,-584,-2069.19,-1.44,-5.98,-100,-100,-0.38,-0.02
501.62,43.47,43.33,582.41,654.4,-584.65,-2075.44,-584.65,-2075.44,-1.48,-5.84,-100,-100,-0.38,-0.02
503.8,43.65,43.51,583.07,653.59,-585.22,-2080.43,-585.22,-2080.43,-1.51,-5.73,-100,-100,-0.38,-0.02
506.52,43.86,43.74,583.59,652.64,-585.63,-2086.67,-585.63,-2086.67,-1.54,-5.58,-100,-100,-0.38,-0.02
509.26,44.08,43.96,584.32,651.79,-586.25,-2092.99,-586.25,-2092.99,-1.57,-5.44,-100,-100,-0.38,-0.02
511.35,44.24,44.13,584.78,650.91,-586.63,-2097.53,-586.63,-2097.53,-1.6,-5.32,-100,-100,-0.38,-0.02
514.08,44.45,44.35,585.22,649.52,-586.96,-2103.19,-586.96,-2103.19,-1.64,-5.18,-100,-100,-0.38,-0.02
516.67,44.65,44.55,585.55,648.09,-587.19,-2108.39,-587.19,-2108.39,-1.67,-5.03,-100,-100,-0.38,-0.02
519.7,44.88,44.79,586.21,647.04,-587.74,-2114.99,-587.74,-2114.99,-1.71,-4.87,-100,-100,-0.38,-0.02
522.1,45.06,44.98,587.13,646.93,-588.58,-2120.9,-588.58,-2120.9,-1.74,-4.73,-100,-100,-0.38,-0.02
524.44,45.24,45.16,588.38,646.97,-589.75,-2126.74,-589.75,-2126.74,-1.77,-4.6,-100,-100,-0.38,-0.02
527.39,45.46,45.38,589.92,646.73,-591.18,-2133.76,-591.18,-2133.76,-1.81,-4.43,-100,-100,-0.38,-0.02
529.73,45.63,45.56,591.2,646.09,-592.38,-2138.85,-592.38,-2138.85,-1.84,-4.3,-100,-100,-0.38,-0.02
532.46,45.83,45.76,592.21,644.67,-593.31,-2143.99,-593.31,-2143.99,-1.87,-4.14,-100,-100,-0.38,-0.02
535.37,46.04,45.98,593.48,643.48,-594.49,-2149.75,-594.49,-2149.75,-1.91,-3.97,-100,-100,-0.38,-0.02
537.61,46.2,46.14,594.51,642.8,-595.46,-2154.37,-595.46,-2154.37,-1.94,-3.84,-100,-100,-0.38,-0.01
540.33,46.39,46.34,596.03,641.99,-596.9,-2159.9,-596.9,-2159.9,-1.97,-3.68,-100,-100,-0.38,-0.01
543.04,46.58,46.53,597.35,641.13,-598.14,-2165.31,-598.14,-2165.31,-2.01,-3.52,-100,-100,-0.38,-0.01
545.23,46.73,46.68,598.34,640.18,-599.07,-2169.36,-599.07,-2169.36,-2.04,-3.38,-100,-100,-0.38,-0.01
547.94,46.91,46.87,599.33,638.89,-599.99,-2174.21,-599.99,-2174.21,-2.07,-3.22,-100,-100,-0.38,-0.01
550.69,47.1,47.06,600.27,637.53,-600.87,-2178.96,-600.87,-2178.96,-2.11,-3.05,-100,-100,-0.38,-0.01
552.78,47.24,47.2,600.91,636.76,-601.46,-2182.81,-601.46,-2182.81,-2.14,-2.92,-100,-100,-0.38,-0.01
555.51,47.42,47.39,601.9,635.72,-602.39,-2187.73,-602.39,-2187.73,-2.17,-2.75,-100,-100,-0.38,-0.01
558.1,47.59,47.56,602.93,634.91,-603.37,-2192.5,-603.37,-2192.5,-2.21,-2.59,-100,-100,-0.38,-0.01
561.12,47.78,47.76,603.81,634.05,-604.19,-2198.06,-604.19,-2198.06,-2.25,-2.4,-100,-100,-0.38,-0.01
563.53,47.93,47.91,604.27,633,-604.6,-2202.05,-604.6,-2202.05,-2.28,-2.24,-100,-100,-0.38,-0.01
565.86,48.08,48.06,604.75,631.92,-605.05,-2205.78,-605.05,-2205.78,-2.31,-2.1,-100,-100,-0.38,-0.01
568.94,48.27,48.25,605.32,630.14,-605.57,-2210.27,-605.57,-2210.27,-2.35,-1.9,-100,-100,-0.38,-0.01
571.26,48.41,48.4,605.7,629.2,-605.91,-2213.98,-605.91,-2213.98,-2.38,-1.75,-100,-100,-0.38,-0.01
573.98,48.57,48.56,606.27,628.63,-606.44,-2218.79,-606.44,-2218.79,-2.42,-1.57,-100,-100,-0.38,-0.01
576.9,48.75,48.74,606.95,628.16,-607.09,-2223.98,-607.09,-2223.98,-2.46,-1.37,-100,-100,-0.38,-0.01
579.14,48.88,48.87,607.48,627.62,-607.59,-2227.71,-607.59,-2227.71,-2.48,-1.22,-100,-100,-0.38,-0.01
581.86,49.03,49.03,608.07,626.23,-608.16,-2231.45,-608.16,-2231.45,-2.52,-1.04,-100,-100,-0.38,-0.01
584.58,49.18,49.18,608.51,625.11,-608.57,-2235.35,-608.57,-2235.35,-2.56,-0.86,-100,-100,-0.38,-0.01
586.76,49.3,49.3,609.06,624.56,-609.11,-2238.77,-609.11,-2238.77,-2.59,-0.71,-100,-100,-0.38,0
589.47,49.45,49.45,610.18,624.56,-610.21,-2243.63,-610.21,-2243.63,-2.62,-0.52,-100,-100,-0.38,0
592.21,49.6,49.6,611.48,624.34,-611.49,-2248.22,-611.49,-2248.22,-2.66,-0.33,-100,-100,-0.38,0
594.29,49.71,49.71,612.4,623.9,-612.41,-2251.36,-612.41,-2251.36,-2.69,-0.19,-100,-100,-0.38,0
597.02,49.85,49.85,613.63,623,-613.63,-2255.08,-613.63,-2255.08,-2.72,0,-100,-100,-0.38,0
599.63,49.98,49.98,614.73,621.86,-614.73,-2258.26,-614.73,-2258.26,-2.76,0.18,-100,-100,-0.38,0
602.65,50,50,616.22,620.89,-616.22,-2257.91,-616.22,-2257.91,2.99,-8.81,-100,-100,-0.38,0
========================= [SUCCESS] Took 36.22 seconds =========================,,,,,,,,,,,,,,
